Order Title, Issued Date, Termination Date, Respondent, CMP Amount, NMLS ID, Restitution Amount, Restitution Comment, Bank Name, Bank City, Bank State, Cert Number, Category, Action Type, Docket Number, File Name, File URL
Order Terminating Consent Order,2014-07-10,,South Georgia Bank;,0;,N/A;,0;,N/A;,South Georgia Bank;,Glennville;,GA;,32532;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-165b,10-165b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6L8AAK?operationContext=S1
Order Terminating Consent Order,2014-07-11,,West Texas State Bank;,0;,N/A;,0;,N/A;,West Texas State Bank;,Odessa;,TX;,15466;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-105b,13-105b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MLAA0?operationContext=S1
Order Terminating the Consent Order,2014-07-14,,Minnwest Bank Metro;,0;,N/A;,0;,N/A;,Minnwest Bank Metro;,Eagan;,MN;,17898;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-633b,09-633b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LOAA0?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-07-14,,The Freedom State Bank;,0;,N/A;,0;,N/A;,The Freedom State Bank;,Freedom;,OK;,12483;,Termination of Action,Prompt Corrective Action,FDIC-14-0102PCAS,14-0102 PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LNAA0?operationContext=S1
Order Terminating an Order to Cease and Desist,2014-07-15,,Sallie Mae Bank;,0;,N/A;,0;,N/A;,Sallie Mae Bank;,Murray;,UT;,58177;,Termination of Action,Cease and Desist / Consent Orders,FDIC-08-086b,FDIC-08-086b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MAAA0?operationContext=S1
Order Terminating an Order to Cease and Desist,2014-07-16,,Golden State Bank;,0;,N/A;,0;,N/A;,Golden State Bank;,Upland;,CA;,57585;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-351b,09-351b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6L7AAK?operationContext=S1
Order Terminating Consent Order,2014-07-17,,First Financial Bank;,0;,N/A;,0;,N/A;,First Financial Bank;,Bessemer;,AL;,19440;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-831b,10-831b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6L6AAK?operationContext=S1
Order Terminating Consent Order,2014-07-21,,First Trust & Savings Bank;,0;,N/A;,0;,N/A;,First Trust & Savings Bank;,Moville;,IA;,8092;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0313b,13-0313b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M7AAK?operationContext=S1
Order Terminating Order to Cease and Desist,2014-07-22,,Citizens State Bank;,0;,N/A;,0;,N/A;,Citizens State Bank;,Hudson;,WI;,6194;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-261b,09-261b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LMAA0?operationContext=S1
Order Terminating Order to Cease and Desist,2014-07-24,,Eastside Commercial Bank;,0;,N/A;,0;,N/A;,Eastside Commercial Bank;,Conyers;,GA;,58125;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-217b,09-217b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6L9AAK?operationContext=S1
Order Terminating Consent Order,2014-07-25,,Reynolds State Bank;,0;,N/A;,0;,N/A;,Reynolds State Bank;,Reyolds;,IL;,10080;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-0647b,12-647b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M9AAK?operationContext=S1
Order Terminating Consent Order,2014-07-25,,Peoples Bank;,0;,N/A;,0;,N/A;,Peoples Bank;,Tulsa;,OK;,9882;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-065b,13-065b Termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LsAAK?operationContext=S1
Order Terminating Consent Order,2014-07-31,,First Security Trust and Savings Bank;,0;,N/A;,0;,N/A;,First Security Trust and Savings Bank;,Elmwood Park;,IL;,17224;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-198b,13-198b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LrAAK?operationContext=S1
Order Terminating a Consent Order,2014-07-31,,Golden Coast Bank;,0;,N/A;,0;,N/A;,Golden Coast Bank;,Long Beach;,CA;,58391;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-094b,10-094b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6M8AAK?operationContext=S1
Order Terminating Consent Order,2014-08-06,,Magnolia State Bank;,0;,N/A;,0;,N/A;,Magnolia State Bank;,Bay Springs;,MS;,22081;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0288b,13-0288b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mzAAC?operationContext=S1
Amended Consent Order,2014-08-06,2016-05-26,First CornerStone Bank;,0;,N/A;,0;,N/A;,First CornerStone Bank;,King of Prussia;,PA;,35312;,Modification of Action,Cease and Desist / Consent Orders,FDIC-10-151b,10-151b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6U4AAK?operationContext=S1
Consent Order,2014-08-08,,Espirito Santo Bank;,0;,N/A;,0;,N/A;,Espirito Santo Bank;,Miami;,FL;,21220;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0298b,14-0298b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6N9AAK?operationContext=S1
Order Terminating Consent Order,2014-08-08,,Marshall County State Bank;,0;,N/A;,0;,N/A;,Marshall County State Bank;,Varna;,IL;,12089;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-174b,13-174b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mrAAC?operationContext=S1
Order Terminating Consent Order,2014-08-11,,NorStates Bank;,0;,N/A;,0;,N/A;,NorStates Bank;,Waukegan;,IL;,18626;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-290b,12-290b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3myAAC?operationContext=S1
Order Terminating the Consent Order,2014-08-12,,Great Northern Bank;,0;,N/A;,0;,N/A;,Great Northern Bank;,Saint Michael;,MN;,35316;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-213b,10-213b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mxAAC?operationContext=S1
Order Terminating Consent Order,2014-08-12,,AztecAmerica Bank;,0;,N/A;,0;,N/A;,AztecAmerica Bank;,Berwyn;,IL;,57866;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0408b,13-0408b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mqAAC?operationContext=S1
Order Terminating Consent Order,2014-08-18,,Champion Bank;,0;,N/A;,0;,N/A;,Champion Bank;,Parker;,CO;,57031;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-749b,09-749b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mnAAC?operationContext=S1
Consent Order,2014-08-18,2017-08-17,Champion Bank;,0;,N/A;,0;,N/A;,Champion Bank;,Parker;,CO;,57031;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0130b,14-0130b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3m1AAC?operationContext=S1
Order Terminating the Consent Order,2014-08-20,,The Bank of Elk River;,0;,N/A;,0;,N/A;,The Bank of Elk River;,Elk River;,MN;,1607;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-028b,10-028b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mtAAC?operationContext=S1
Consent Order,2014-08-20,2017-09-21,Charter Bank;,0;,N/A;,0;,N/A;,Charter Bank;,Corpus Christi;,TX;,18660;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0271b,14-0271b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3n1AAC?operationContext=S1
Order Terminating Consent Order,2014-08-22,,First State Bank;,0;,N/A;,0;,N/A;,First State Bank;,Wrens;,GA;,19163;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-122b,10-122b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mpAAC?operationContext=S1
Order Terminating Consent Order,2014-08-22,,United Bank of Michigan;,0;,N/A;,0;,N/A;,United Bank of Michigan;,Grand Rapids;,MI;,11807;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0287b,13-0287b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3muAAC?operationContext=S1
Consent Order,2014-08-22,2015-05-28,Devon Bank;,0;,N/A;,0;,N/A;,Devon Bank;,Chicago;,IL;,16249;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-13-0435b,13-0435b..pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3ojAAC?operationContext=S1
Order Terminating Consent Order,2014-08-22,,Bay Bank;,0;,N/A;,0;,N/A;,Bay Bank;,Mobile;,AL;,34217;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-647b,09-647b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3moAAC?operationContext=S1
Order Terminating Consent Order,2014-08-25,,Waterman State Bank;,0;,N/A;,0;,N/A;,Waterman State Bank;,Waterman;,IL;,10878;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-021b,12-021b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3msAAC?operationContext=S1
Order Terminating Consent Order,2014-08-25,,Park Bank;,0;,N/A;,0;,N/A;,Park Bank;,Milwaukee;,WI;,26218;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-626b,12-626b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3n0AAC?operationContext=S1
Consent Order,2014-08-27,2016-05-05,Independence Bank;,0;,N/A;,0;,N/A;,Independence Bank;,East Greenwich;,RI;,57379;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0288b,14-0288b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6TqAAK?operationContext=S1
Order Terminating a Consent Order,2014-08-29,,"Flathead Bank of Bigfork, Montana;",0;,N/A;,0;,N/A;,"Flathead Bank of Bigfork, Montana;",Bigfork;,MT;,20382;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-172b,12-172b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3n2AAC?operationContext=S1
Consent Order,2014-08-29,2017-03-07,Burke & Herbert Bank & Trust Company;,0;,N/A;,0;,N/A;,Burke & Herbert Bank & Trust Company;,Alexandria;,VA;,11578;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0103b,14-0103b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6N7AAK?operationContext=S1
Order Terminating Consent Order,2014-08-29,,Valley Bank;,0;,N/A;,0;,N/A;,Valley Bank;,Fort Lauderdale;,FL;,21793;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0390b,13-0390b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mvAAC?operationContext=S1
Order Terminating Consent Order,2014-08-29,,Valley Bank;,0;,N/A;,0;,N/A;,Valley Bank;,Moline;,IL;,10450;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0344b,13-0344b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mwAAC?operationContext=S1
Consent Order,2014-08-29,,Alamerica Bank;,0;,N/A;,0;,N/A;,Alamerica Bank;,Birmingham;,AL;,35314;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0164b,14-0164b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6MdAAK?operationContext=S1
Consent Order,2014-09-04,2015-04-07,BancorpSouth Bank;,0;,N/A;,0;,N/A;,BancorpSouth Bank;,Tupelo;,MS;,11813;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0206b,14-0206b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3oeAAC?operationContext=S1
Order Terminating Consent Order,2014-09-05,,Lone Star Bank;,0;,N/A;,0;,N/A;,Lone Star Bank;,Houston;,TX;,58324;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-0259b,10-259b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mfAAC?operationContext=S1
Order Terminating Consent Order,2014-09-09,,New Millennium Bank;,0;,N/A;,0;,N/A;,New Millennium Bank;,New Brunswick;,NJ;,35151;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-0837b,10-837b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mBAAS?operationContext=S1
Order Terminating Consent Order,2014-09-11,,The Bank of Kaukauna;,0;,N/A;,0;,N/A;,The Bank of Kaukauna;,Kaukauna;,WI;,15228;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-0291b,11-291b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3meAAC?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-09-12,,Bank of Wausau;,0;,N/A;,0;,N/A;,Bank of Wausau;,Wausau;,WI;,35016;,Termination of Action,Prompt Corrective Action,FDIC-13-0006PCAS,13-006PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mgAAC?operationContext=S1
Order Terminating Consent Order,2014-09-16,,Decatur State Bank;,0;,N/A;,0;,N/A;,Decatur State Bank;,Decatur;,AR;,17346;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-0561b,11-561b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mcAAC?operationContext=S1
"Order Terminating A Consent Order, Order for Restitution and Order to Pay Civil Money Penalty",2014-09-22,,River City Bank;,0;,N/A;,0;,N/A;,River City Bank;,Sacramento;,CA;,18983;,Termination of Action,Assessment of Civil Money Penalty;Cease and Desist / Consent Orders;Order for Restitution,"FDIC-13-0208b,FDIC-13-0209k","13-208b, 13-209k termination.pdf",https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mDAAS?operationContext=S1
Order Terminating Supervisory Prompt Corrective Action Directive,2014-09-23,,Banks of Wisconsin;,0;,N/A;,0;,N/A;,Banks of Wisconsin;,Kenosha;,WI;,35386;,Termination of Action,Prompt Corrective Action,FDIC-12-0381PCAS,12-381PCAS.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mEAAS?operationContext=S1
Order Terminating Consent Order,2014-09-23,,Banks of Wisconsin;,0;,N/A;,0;,N/A;,Banks of Wisconsin;,Kenosha;,WI;,35386;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-0615b,09-615b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mhAAC?operationContext=S1
Order Terminating Consent Order,2014-09-24,,Hantz Bank;,0;,N/A;,0;,N/A;,Hantz Bank;,Southfield;,MI;,35345;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0119b,13-119b termination.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mCAAS?operationContext=S1
Order Terminating Consent Order,2014-09-25,,United Central Bank;,0;,N/A;,0;,N/A;,United Central Bank;,Garland;,TX;,25330;,Termination of Action,Cease and Desist / Consent Orders,FDIC-11-0398b,11-398b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3vGAAS?operationContext=S1
Consent Order,2014-09-25,,Proficio Bank;,0;,N/A;,0;,N/A;,Proficio Bank;,Cottonwood Heights;,UT;,35495;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0293b,14-0293b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3miAAC?operationContext=S1
"Consent Order, Order for Restitution, and Order to Pay Civil Money Penalty",2014-09-29,2020-04-08,Merrick Bank;,"1,100,000;",N/A;,0;,approximately $15 million;,Merrick Bank;,South Jordan;,UT;,34519;,Stipulated Orders and Written Agreements,Assessment of Civil Money Penalty;Cease and Desist / Consent Orders;Order for Restitution,"FDIC-13-0446b,FDIC-13-0447k",13-0446b & 13-0047k.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3m3AAC?operationContext=S1
Order Terminating Consent Order,2014-10-01,,Pine River Valley Bank;,0;,N/A;,0;,N/A;,Pine River Valley Bank;,Bayfield;,CO;,22497;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-0284b,10-284b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3vSAAS?operationContext=S1
Consent Order,2014-10-02,2018-11-21,Bison State Bank;,0;,N/A;,0;,N/A;,Bison State Bank;,Bison;,KS;,14083;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0326b,14-0326b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mUAAS?operationContext=S1
Consent Order,2014-10-02,2017-10-11,Pacific Valley Bank;,0;,N/A;,0;,N/A;,Pacific Valley Bank;,Salinas;,CA;,57740;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0246b,14-0246b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6KAAA0?operationContext=S1
Consent Order,2014-10-02,,Pacific Valley Bank;,0;,N/A;,0;,N/A;,Pacific Valley Bank;,Salinas;,CA;,57740;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0246b,14-0246b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mQAAS?operationContext=S1
Consent Order,2014-10-10,2019-12-26,Lafayette State Bank;,0;,N/A;,0;,N/A;,Lafayette State Bank;,Mayo;,FL;,16396;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0309b,14-0309b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mTAAS?operationContext=S1
Order Terminating Consent Order,2014-10-10,,CNLBANK;,0;,N/A;,0;,N/A;,CNLBANK;,Orlando;,FL;,34427;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-0493b,10-493b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mJAAS?operationContext=S1
Consent Order,2014-10-16,2015-09-30,Normangee State Bank;,0;,N/A;,0;,N/A;,Normangee State Bank;,Normangee;,TX;,3368;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-14-0311b,14-0311b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6XIAA0?operationContext=S1
Order Terminating Order to Cease and Desist,2014-10-17,,Thayer County Bank;,0;,N/A;,0;,N/A;,Thayer County Bank;,Hebron;,NE;,11475;,Termination of Action,Cease and Desist / Consent Orders,FDIC-09-0475b,09-475b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mNAAS?operationContext=S1
Order Terminating the Consent Order,2014-10-17,,Riverland Bank;,0;,N/A;,0;,N/A;,Riverland Bank;,Jordan;,MN;,58106;,Termination of Action,Cease and Desist / Consent Orders,FDIC-10-0208b,10-208b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mMAAS?operationContext=S1
Termination of Consent Order,2014-10-19,,Grant County Deposit Bank;,0;,N/A;,0;,N/A;,Grant County Deposit Bank;,Williamstown;,KY;,9311;,Termination of Action,Cease and Desist / Consent Orders,FDIC-13-0484b,13-0484b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3uCAAS?operationContext=S1
Order Terminating Consent Order,2014-10-20,,First Bank of Miami;,0;,N/A;,0;,N/A;,First Bank of Miami;,Coral Gables;,FL;,34182;,Termination of Action,Cease and Desist / Consent Orders,FDIC-12-0061b,12-061b.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3mVAAS?operationContext=S1
